,STATE.UT,DISTRICT,Year,Rape,Kidnapping.and.Abduction,Dowry.Deaths,Assault.on.women.with.intent.to.outrage.her.modesty,Insult.to.modesty.of.Women,Cruelty.by.Husband.or.his.Relatives,Importation.of.Girls,Total.Crimes.against.Women
9230,TAMIL NADU,THIRUNELVELI RURAL,2012,44,43,3,58,0,266,0,414
9231,TAMIL NADU,THIRUNELVELI URBAN,2012,3,3,2,6,0,25,0,39
9232,TAMIL NADU,THIRUVALLUR,2012,18,12,5,8,1,19,0,63
9233,TAMIL NADU,THIRUVANNAMALAI,2012,21,52,1,8,0,37,0,119
9234,TAMIL NADU,THIRUVARUR,2012,11,33,1,6,0,16,0,67
9235,TAMIL NADU,THOOTHUGUDI,2012,26,35,1,1,0,50,0,113
9236,TAMIL NADU,TIRUPPUR,2012,8,38,7,52,0,76,0,181
9237,TAMIL NADU,TRICHY RLY.,2012,0,1,0,2,0,1,0,4
9238,TAMIL NADU,TRICHY RURAL,2012,14,23,3,33,0,24,0,97
9239,TAMIL NADU,TRICHY URBAN,2012,7,13,3,9,39,24,0,95
9240,TAMIL NADU,VELLORE,2012,24,68,8,38,0,61,0,199
9241,TAMIL NADU,VILLUPURAM,2012,78,188,4,239,0,58,0,567
9242,TAMIL NADU,VIRUDHUNAGAR,2012,23,32,2,23,110,47,0,237
9243,TRIPURA,DHALAI,2012,35,8,5,30,0,56,0,134
9244,TRIPURA,GOMATI,2012,26,14,4,34,0,157,0,235
9245,TRIPURA,GRP,2012,0,0,0,0,0,0,0,0
9246,TRIPURA,KHOWAI,2012,10,3,3,22,0,36,0,74
9247,TRIPURA,NORTH,2012,29,10,3,48,2,101,0,193
9248,TRIPURA,SIPAHIJALA,2012,23,24,3,42,1,155,0,248
9249,TRIPURA,SOUTH,2012,30,16,5,46,0,89,0,186
9250,TRIPURA,UNAKOTI,2012,26,9,2,26,2,92,0,157
9251,TRIPURA,WEST,2012,50,30,12,66,2,172,0,332
9252,UTTAR PRADESH,AGRA,2012,58,255,88,134,0,320,0,855
9253,UTTAR PRADESH,ALIGARH,2012,64,263,71,101,0,268,0,767
9254,UTTAR PRADESH,ALLAHABAD,2012,52,202,63,79,0,247,0,643
9255,UTTAR PRADESH,AMBEDKAR NAGAR,2012,12,61,9,10,0,75,0,167
9256,UTTAR PRADESH,AURAIYA,2012,13,87,18,27,0,40,0,185
9257,UTTAR PRADESH,AZAMGARH,2012,19,101,25,28,0,101,0,274
9258,UTTAR PRADESH,BADAUN,2012,24,101,47,48,0,65,0,285
9259,UTTAR PRADESH,BAGHPAT,2012,18,74,19,26,0,76,0,213
9260,UTTAR PRADESH,BAHRAICH,2012,27,111,38,28,0,4,0,208
9261,UTTAR PRADESH,BALLIA,2012,12,79,28,22,0,51,0,192
9262,UTTAR PRADESH,BALRAMPUR,2012,12,53,5,17,0,4,0,91
9263,UTTAR PRADESH,BANDA,2012,22,48,36,58,0,51,0,215
9264,UTTAR PRADESH,BARABANKI,2012,31,120,31,39,0,114,0,335
9265,UTTAR PRADESH,BAREILLY,2012,86,249,61,112,0,88,0,596
9266,UTTAR PRADESH,BASTI,2012,7,55,21,17,0,69,0,169
9267,UTTAR PRADESH,BHIM NAGAR,2012,23,91,27,30,0,64,0,235
9268,UTTAR PRADESH,BIJNOR,2012,43,148,19,43,0,257,0,510
9269,UTTAR PRADESH,BULANDSHAHAR,2012,46,164,48,63,2,304,0,627
9270,UTTAR PRADESH,CHANDOLI,2012,11,32,14,23,0,37,0,117
9271,UTTAR PRADESH,CHITRAKOOT DHAM,2012,31,27,22,35,0,23,0,138
9272,UTTAR PRADESH,CSM NAGAR,2012,26,92,12,52,0,56,0,238
9273,UTTAR PRADESH,DEORIA,2012,18,67,29,16,0,34,0,164
9274,UTTAR PRADESH,ETAH,2012,22,99,38,62,0,82,0,303
9275,UTTAR PRADESH,ETAWAH,2012,9,64,26,26,0,42,0,167
9276,UTTAR PRADESH,FAIZABAD,2012,29,133,18,32,0,7,0,219
9277,UTTAR PRADESH,FATEHGARH,2012,14,94,34,39,0,71,0,252
9278,UTTAR PRADESH,FATEHPUR,2012,35,106,41,65,0,56,0,303
9279,UTTAR PRADESH,FIROZABAD,2012,32,149,50,49,0,98,0,378
9280,UTTAR PRADESH,G.R.P.,2012,3,7,2,36,0,0,0,48
9281,UTTAR PRADESH,GAUTAMBUDH NAGAR,2012,19,115,17,50,0,142,0,343
9282,UTTAR PRADESH,GHAZIABAD,2012,31,220,41,60,0,277,0,629
9283,UTTAR PRADESH,GHAZIPUR,2012,9,53,32,16,0,60,0,170
9284,UTTAR PRADESH,GONDA,2012,23,103,37,40,0,5,0,208
9285,UTTAR PRADESH,GORAKHPUR,2012,52,207,53,56,0,180,0,548
9286,UTTAR PRADESH,HAMIRPUR,2012,25,40,17,37,0,28,0,147
9287,UTTAR PRADESH,HARDOI,2012,30,133,48,54,0,87,0,352
9288,UTTAR PRADESH,HATHRAS,2012,17,71,18,39,0,91,0,236
9289,UTTAR PRADESH,J.P.NAGAR,2012,34,58,19,31,0,82,0,224
9290,UTTAR PRADESH,JALAUN,2012,15,57,40,32,0,47,0,191
9291,UTTAR PRADESH,JAUNPUR,2012,15,111,51,18,0,55,0,250
9292,UTTAR PRADESH,JHANSI,2012,19,63,33,34,0,53,0,202
9293,UTTAR PRADESH,KANNAUJ,2012,12,75,27,36,0,106,0,256
9294,UTTAR PRADESH,KANPUR NAGAR,2012,55,281,56,110,0,317,0,819
9295,UTTAR PRADESH,KANSHIRAM NAGAR,2012,18,56,26,36,0,26,0,162
9296,UTTAR PRADESH,KAUSHAMBI,2012,11,49,20,31,0,46,0,157
9297,UTTAR PRADESH,KHIRI,2012,34,169,51,59,0,57,0,370
9298,UTTAR PRADESH,KUSHI NAGAR,2012,30,94,28,22,0,28,0,202
9299,UTTAR PRADESH,LALITPUR,2012,14,22,7,27,0,13,0,83
9300,UTTAR PRADESH,LUCKNOW,2012,48,304,32,110,2,538,0,1034
9301,UTTAR PRADESH,MAHARAJGANJ,2012,34,95,20,14,0,23,0,186
9302,UTTAR PRADESH,MAHOBA,2012,16,43,20,48,0,24,0,151
9303,UTTAR PRADESH,MAINPURI,2012,15,117,39,51,0,81,0,303
9304,UTTAR PRADESH,MATHURA,2012,41,124,34,75,0,235,0,509
9305,UTTAR PRADESH,MAU,2012,9,81,11,31,0,92,0,224
9306,UTTAR PRADESH,MEERUT,2012,54,231,39,129,0,435,0,888
9307,UTTAR PRADESH,MIRZAPUR,2012,4,6,24,3,0,29,0,66
9308,UTTAR PRADESH,MORADABAD,2012,36,140,28,72,3,255,0,534
9309,UTTAR PRADESH,MUZAFFARNAGAR,2012,27,177,16,38,0,225,0,483
9310,UTTAR PRADESH,PANCHSHIL NAGAR,2012,15,51,17,22,0,56,0,161
9311,UTTAR PRADESH,PILIBHIT,2012,10,62,25,15,0,79,0,191
9312,UTTAR PRADESH,PRABUDDH NAGAR,2012,7,62,12,14,0,55,0,150
9313,UTTAR PRADESH,PRATAPGARH,2012,36,109,24,53,0,72,0,294
9314,UTTAR PRADESH,RAIBAREILLY,2012,36,91,23,46,0,50,0,246
9315,UTTAR PRADESH,RAMABAI NAGAR,2012,18,74,28,32,0,77,0,229
9316,UTTAR PRADESH,RAMPUR,2012,26,95,12,32,0,138,0,303
9317,UTTAR PRADESH,SAHARANPUR,2012,18,91,27,17,1,113,0,267
9318,UTTAR PRADESH,SANT KABIRNAGAR,2012,18,49,12,5,0,10,0,94
9319,UTTAR PRADESH,SHAHJAHANPUR,2012,27,120,51,48,0,73,0,319
9320,UTTAR PRADESH,SHRAWASTI,2012,22,40,18,20,0,1,0,101
9321,UTTAR PRADESH,SIDHARTHNAGAR,2012,22,47,8,13,0,35,0,125
9322,UTTAR PRADESH,SITAPUR,2012,49,224,45,94,0,125,0,537
9323,UTTAR PRADESH,SONBHADRA,2012,21,28,17,18,0,21,0,105
9324,UTTAR PRADESH,ST.RAVIDASNAGAR,2012,4,18,7,6,0,13,0,48
9325,UTTAR PRADESH,SULTANPUR,2012,26,63,15,29,0,84,0,217
9326,UTTAR PRADESH,UNNAO,2012,41,174,44,81,0,141,0,481
9327,UTTAR PRADESH,VARANASI,2012,21,85,35,26,0,177,0,344
9328,UTTARAKHAND,ALMORA,2012,5,0,2,5,5,5,0,22
9329,UTTARAKHAND,BAGESHWAR,2012,8,1,4,5,0,2,0,20
9330,UTTARAKHAND,CHAMOLI,2012,2,2,1,4,0,0,0,9
9331,UTTARAKHAND,CHAMPAWAT,2012,3,0,1,4,0,0,0,8
9332,UTTARAKHAND,DEHRADUN,2012,30,41,13,24,34,111,0,253
9333,UTTARAKHAND,HARIDWAR,2012,47,73,10,38,17,89,0,274
9334,UTTARAKHAND,NAINITAL,2012,16,29,10,11,9,22,0,97
9335,UTTARAKHAND,PAURI GARHWAL,2012,2,10,2,1,3,2,0,20
9336,UTTARAKHAND,PITHORAGARH,2012,1,1,2,2,1,2,0,9
9337,UTTARAKHAND,RUDRA PRAYAG,2012,2,3,1,5,4,4,0,19
9338,UTTARAKHAND,TEHRI GARHWAL,2012,1,3,3,1,0,0,0,8
9339,UTTARAKHAND,UDHAMSINGH NAGAR,2012,30,91,22,38,0,128,0,309
9340,UTTARAKHAND,UTTARKASHI,2012,1,2,0,1,0,3,0,7
9341,WEST BENGAL,24 PARGANAS NORTH,2012,118,338,74,196,1,1860,3,2590
9342,WEST BENGAL,24 PARGANAS SOUTH,2012,244,419,45,83,0,1666,0,2457
9343,WEST BENGAL,ASANSOL,2012,36,49,15,31,4,240,0,375
9344,WEST BENGAL,BANKURA,2012,35,80,26,90,3,221,0,455
9345,WEST BENGAL,BDN CP,2012,13,0,9,58,8,320,0,408
9346,WEST BENGAL,BIRBHUM,2012,49,62,23,87,0,245,0,466
9347,WEST BENGAL,BKP CP,2012,36,201,20,88,2,989,0,1336
9348,WEST BENGAL,BURDWAN,2012,58,65,55,145,0,224,0,547
9349,WEST BENGAL,COOCHBEHAR,2012,92,169,25,117,8,539,0,950
9350,WEST BENGAL,DAKSHIN DINAJPUR,2012,66,107,18,83,3,342,0,619
9351,WEST BENGAL,DARJEELING,2012,10,39,2,52,4,106,0,213
9352,WEST BENGAL,HOOGHLY,2012,68,145,32,86,5,1195,0,1531
9353,WEST BENGAL,HOWRAH,2012,56,120,16,99,31,883,0,1205
9354,WEST BENGAL,HOWRAH CITY,2012,28,135,15,199,71,550,0,998
9355,WEST BENGAL,HOWRAH G.R.P.,2012,2,2,1,4,0,1,0,10
9356,WEST BENGAL,JALPAIGURI,2012,163,279,17,179,0,1625,0,2263
9357,WEST BENGAL,JHARGRAM,2012,21,21,6,28,0,47,0,123
9358,WEST BENGAL,KHARAGPUR G.R.P.,2012,2,4,0,3,1,2,0,12
9359,WEST BENGAL,KOLKATA,2012,68,210,19,486,377,865,9,2034
9360,WEST BENGAL,MALDA,2012,158,189,7,177,0,660,0,1191
9361,WEST BENGAL,MURSHIDABAD,2012,257,464,39,609,6,2831,0,4206
9362,WEST BENGAL,NADIA,2012,174,374,46,56,11,1860,0,2521
9363,WEST BENGAL,PASCHIM MIDNAPUR,2012,64,115,26,99,1,823,0,1128
9364,WEST BENGAL,PURAB MIDNAPUR,2012,65,170,31,19,0,572,0,857
9365,WEST BENGAL,PURULIA,2012,50,34,12,64,0,206,0,366
9366,WEST BENGAL,SEALDAH G.R.P.,2012,0,5,1,14,2,0,0,22
9367,WEST BENGAL,SILIGURI G.R.P.,2012,0,3,1,8,1,0,0,13
9368,WEST BENGAL,SILIGURI_PC,2012,21,111,3,35,12,370,0,552
9369,WEST BENGAL,UTTAR DINAJPUR,2012,92,258,9,150,5,623,0,1137
761,A&N ISLANDS,CAR,2013,1,0,0,2,2,0,0,5
762,A&N ISLANDS,NORTH,2013,5,5,0,10,1,5,0,26
763,A&N ISLANDS,SOUTH,2013,21,7,1,33,5,4,0,71
1,ANDHRA PRADESH,ADILABAD,2013,61,47,12,197,138,464,0,919
2,ANDHRA PRADESH,ANANTAPUR,2013,28,84,23,337,43,161,0,676
3,ANDHRA PRADESH,CHITTOOR,2013,31,27,13,119,84,435,0,709
4,ANDHRA PRADESH,CUDDAPAH,2013,19,50,9,318,163,207,0,766
5,ANDHRA PRADESH,CYBERABAD,2013,138,129,43,350,338,1526,0,2524
6,ANDHRA PRADESH,EAST GODAVARI,2013,74,33,15,352,222,483,0,1179
7,ANDHRA PRADESH,GUNTAKAL RLY.,2013,0,0,0,3,2,0,0,5
8,ANDHRA PRADESH,GUNTUR,2013,38,54,16,296,135,608,0,1147
9,ANDHRA PRADESH,GUNTUR URBAN,2013,28,34,7,124,93,326,0,612
10,ANDHRA PRADESH,HYDERABAD CITY,2013,101,52,39,225,90,1480,0,1987
11,ANDHRA PRADESH,KARIMNAGAR,2013,57,103,39,354,276,670,0,1499
12,ANDHRA PRADESH,KHAMMAM,2013,100,104,15,254,297,768,0,1538
13,ANDHRA PRADESH,KRISHNA,2013,58,37,14,387,274,708,0,1478
14,ANDHRA PRADESH,KURNOOL,2013,26,50,11,374,199,203,0,863
15,ANDHRA PRADESH,MAHABOOBNAGAR,2013,117,63,33,219,98,234,0,764
16,ANDHRA PRADESH,MEDAK,2013,64,38,25,169,73,476,0,845
17,ANDHRA PRADESH,NALGONDA,2013,77,110,27,367,313,327,0,1221
18,ANDHRA PRADESH,NELLORE,2013,26,81,8,263,221,374,0,973
19,ANDHRA PRADESH,NIZAMABAD,2013,49,33,17,142,295,732,0,1268
20,ANDHRA PRADESH,PRAKASHAM,2013,39,57,8,298,26,484,0,912
21,ANDHRA PRADESH,RAJAHMUNDRY,2013,14,4,2,67,68,209,0,364
22,ANDHRA PRADESH,RANGA REDDY,2013,37,25,14,69,23,168,0,336
23,ANDHRA PRADESH,SECUNDERABAD RLY.,2013,0,2,0,11,0,0,0,13
24,ANDHRA PRADESH,SRIKAKULAM,2013,42,23,3,207,129,361,0,765
25,ANDHRA PRADESH,TIRUPATHI URBAN,2013,10,15,7,45,31,133,0,241
26,ANDHRA PRADESH,VIJAYAWADA CITY,2013,48,45,12,249,456,1227,0,2037
27,ANDHRA PRADESH,VIJAYAWADA RLY.,2013,1,1,2,6,5,0,0,15
28,ANDHRA PRADESH,VISAKHA RURAL,2013,32,23,8,139,79,210,0,491
29,ANDHRA PRADESH,VISAKHAPATNAM,2013,67,50,8,149,100,548,0,922
30,ANDHRA PRADESH,VIZIANAGARAM,2013,42,25,10,165,95,383,0,720
31,ANDHRA PRADESH,WARANGAL,2013,52,63,20,206,10,129,0,480
32,ANDHRA PRADESH,WARANGAL URBAN,2013,36,47,16,127,81,195,0,502
33,ANDHRA PRADESH,WEST GODAVARI,2013,123,86,16,342,245,855,0,1667
34,ARUNACHAL PRADESH,ANJAW,2013,0,0,0,0,0,0,0,0
35,ARUNACHAL PRADESH,CHANGLANG,2013,5,5,0,2,0,1,0,13
36,ARUNACHAL PRADESH,DIBANG VALLEY,2013,0,1,0,2,0,0,0,3
37,ARUNACHAL PRADESH,K/KUMEY,2013,0,1,0,1,0,0,0,2
38,ARUNACHAL PRADESH,KAMENG EAST,2013,2,12,0,6,0,0,0,20
39,ARUNACHAL PRADESH,KAMENG WEST,2013,2,0,0,0,0,0,0,2
40,ARUNACHAL PRADESH,LOHIT,2013,10,22,0,10,0,2,0,44
41,ARUNACHAL PRADESH,LONGDING,2013,1,2,0,2,0,0,0,5
42,ARUNACHAL PRADESH,PAPUM PARE,2013,18,22,0,24,1,20,0,85
43,ARUNACHAL PRADESH,RURAL,2013,3,5,0,5,0,1,0,14
44,ARUNACHAL PRADESH,SIANG EAST,2013,10,2,0,6,0,1,0,19
45,ARUNACHAL PRADESH,SIANG UPPER,2013,0,2,0,4,0,0,0,6
46,ARUNACHAL PRADESH,SIANG WEST,2013,7,6,0,9,2,3,0,27
47,ARUNACHAL PRADESH,SUBANSIRI LOWER,2013,5,0,0,3,0,0,0,8
48,ARUNACHAL PRADESH,SUBANSIRI UPPER,2013,10,2,0,8,0,0,0,20
49,ARUNACHAL PRADESH,TAWANG,2013,2,1,0,6,0,1,0,10
50,ARUNACHAL PRADESH,TIRAP,2013,0,2,0,5,0,0,0,7
51,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2013,0,1,0,0,0,0,0,1
52,ASSAM,BAKSA,2013,20,46,1,9,0,32,0,108
53,ASSAM,BARPETA,2013,148,348,18,341,0,1016,0,1871
54,ASSAM,BIEO,2013,0,0,0,0,0,0,0,0
55,ASSAM,BONGAIGAON,2013,68,95,9,4,0,100,0,276
56,ASSAM,C.I.D.,2013,0,0,0,0,0,0,0,0
57,ASSAM,CACHAR,2013,79,221,12,25,0,537,0,874
58,ASSAM,CHIRANG,2013,30,50,1,21,0,78,0,180
59,ASSAM,DARRANG,2013,92,145,3,239,0,378,0,857
60,ASSAM,DHEMAJI,2013,42,70,1,77,0,85,0,275
61,ASSAM,DHUBRI,2013,190,350,9,452,11,1080,0,2092
62,ASSAM,DIBRUGARH,2013,65,108,0,151,0,239,0,563
63,ASSAM,G.R.P.,2013,0,6,0,0,0,0,0,6
64,ASSAM,GOALPARA,2013,73,103,7,89,0,326,0,598
65,ASSAM,GOLAGHAT,2013,85,181,3,76,0,284,0,629
66,ASSAM,GUWAHATI CITY,2013,103,432,15,207,0,561,0,1318
67,ASSAM,HAILAKANDI,2013,60,71,2,7,0,169,0,309
68,ASSAM,HAMREN,2013,14,9,0,0,0,0,0,23
69,ASSAM,JORHAT,2013,79,160,0,117,0,307,0,663
70,ASSAM,KAMRUP,2013,66,154,3,86,0,305,0,614
71,ASSAM,KARBI ANGLONG,2013,8,43,0,16,0,39,0,106
72,ASSAM,KARIMGANJ,2013,44,108,9,9,0,266,0,436
73,ASSAM,KOKRAJHAR,2013,32,79,5,32,0,134,2,284
74,ASSAM,LAKHIMPUR,2013,59,123,3,55,0,300,0,540
75,ASSAM,MORIGAON,2013,76,123,8,45,0,271,0,523
76,ASSAM,N.C.HILLS,2013,5,24,3,0,0,0,0,32
77,ASSAM,NAGAON,2013,190,438,23,103,3,1120,0,1877
78,ASSAM,NALBARI,2013,44,90,3,84,0,178,0,399
79,ASSAM,R.P.O.,2013,9,3,0,0,0,0,0,12
80,ASSAM,SIBSAGAR,2013,60,179,5,53,0,311,0,608
81,ASSAM,SONITPUR,2013,99,205,15,34,0,300,0,653
82,ASSAM,STF,2013,0,0,0,0,0,0,0,0
83,ASSAM,TINSUKIA,2013,77,201,7,34,0,140,0,459
84,ASSAM,UDALGURI,2013,20,57,5,43,0,80,0,205
85,BIHAR,ARARIA,2013,52,90,12,10,0,19,5,188
86,BIHAR,ARWAL,2013,6,32,15,3,0,30,0,86
87,BIHAR,AURANGABAD,2013,19,52,28,37,0,141,0,277
88,BIHAR,BAGAHA,2013,15,64,14,17,0,55,0,165
89,BIHAR,BANKA,2013,33,69,28,1,1,69,0,201
90,BIHAR,BEGUSARAI,2013,24,125,28,55,0,93,0,325
91,BIHAR,BETTIAH,2013,39,154,26,0,0,148,0,367
92,BIHAR,BHABHUA,2013,16,52,27,0,0,49,0,144
93,BIHAR,BHAGALPUR,2013,51,123,19,40,0,115,0,348
94,BIHAR,BHOJPUR,2013,23,93,38,3,0,137,0,294
95,BIHAR,BUXAR,2013,16,63,9,29,0,78,0,195
96,BIHAR,DARBHANGA,2013,38,196,33,4,1,343,0,615
97,BIHAR,GAYA,2013,45,175,37,0,0,212,0,469
98,BIHAR,GOPALGANJ,2013,11,85,33,0,0,143,0,272
99,BIHAR,JAMALPUR RLY.,2013,1,0,0,0,0,1,0,2
100,BIHAR,JAMUI,2013,24,37,19,2,0,104,0,186
101,BIHAR,JEHANABAD,2013,14,26,30,5,0,57,0,132
102,BIHAR,KATIHAR,2013,86,148,21,1,0,99,0,355
103,BIHAR,KATIHAR RLY.,2013,1,4,0,1,0,2,0,8
104,BIHAR,KHAGARIA,2013,8,59,13,5,0,25,0,110
105,BIHAR,KISHANGANJ,2013,52,90,7,0,0,65,0,214
106,BIHAR,LAKHISARAI,2013,9,26,11,0,0,70,0,116
107,BIHAR,MADHEPURA,2013,14,70,17,3,0,64,0,168
108,BIHAR,MADHUBANI,2013,37,141,28,1,0,210,0,417
109,BIHAR,MOTIHARI,2013,25,226,65,5,14,196,0,531
110,BIHAR,MUNGER,2013,7,55,13,5,0,66,0,146
111,BIHAR,MUZAFFARPUR,2013,43,295,48,5,27,81,2,501
112,BIHAR,MUZAFFARPUR RLY.,2013,3,5,0,1,0,0,0,9
113,BIHAR,NALANDA,2013,11,107,81,18,0,174,0,391
114,BIHAR,NAUGACHIA,2013,10,26,16,19,0,69,0,140
115,BIHAR,NAWADAH,2013,20,51,23,3,0,122,0,219
116,BIHAR,PATNA,2013,76,412,96,17,2,459,0,1062
117,BIHAR,PATNA RLY.,2013,2,11,3,12,0,1,0,29
118,BIHAR,PURNEA,2013,56,93,21,0,7,19,0,196
119,BIHAR,ROHTAS,2013,60,135,48,5,0,97,0,345
120,BIHAR,SAHARSA,2013,14,64,10,0,0,79,0,167
121,BIHAR,SAMASTIPUR,2013,35,128,32,8,0,116,0,319
122,BIHAR,SARAN,2013,16,125,69,0,0,116,0,326
123,BIHAR,SHEIKHPURA,2013,10,34,8,0,0,47,0,99
124,BIHAR,SHEOHAR,2013,3,41,7,0,0,19,0,70
125,BIHAR,SITAMARHI,2013,26,182,24,3,0,140,0,375
126,BIHAR,SIWAN,2013,19,190,45,1,0,112,0,367
127,BIHAR,SUPAUL,2013,34,103,19,5,0,78,0,239
128,BIHAR,VAISHALI,2013,24,162,61,7,0,213,0,467
764,CHANDIGARH,CHANDIGARH,2013,45,174,1,143,26,92,0,481
129,CHHATTISGARH,BALOD,2013,20,20,3,67,2,11,0,123
130,CHHATTISGARH,BALODA BAZAR,2013,55,129,4,110,22,31,0,351
131,CHHATTISGARH,BALRAMPUR,2013,84,0,8,50,2,31,1,176
132,CHHATTISGARH,BEMETARA,2013,28,27,5,57,2,19,0,138
133,CHHATTISGARH,BILASPUR,2013,96,295,13,308,10,130,0,852
134,CHHATTISGARH,BIZAPUR,2013,6,10,0,6,1,1,0,24
135,CHHATTISGARH,DANTEWARA,2013,9,6,0,9,0,1,0,25
136,CHHATTISGARH,DHAMTARI,2013,30,29,0,59,1,14,0,133
137,CHHATTISGARH,DURG,2013,106,83,9,236,34,147,0,615
138,CHHATTISGARH,GARIYABAND,2013,32,23,0,24,8,12,0,99
139,CHHATTISGARH,GRP RAIPUR,2013,2,1,0,3,0,1,0,7
140,CHHATTISGARH,JAGDALPUR,2013,53,40,2,30,1,16,0,142
141,CHHATTISGARH,JANJGIR,2013,56,158,11,161,11,138,0,535
142,CHHATTISGARH,JASHPUR,2013,88,41,3,52,3,25,0,212
143,CHHATTISGARH,KABIRDHAM,2013,30,29,3,72,3,11,0,148
144,CHHATTISGARH,KANKER,2013,51,39,2,27,2,29,0,150
145,CHHATTISGARH,KONDAGAON,2013,19,25,0,13,0,6,0,63
146,CHHATTISGARH,KORBA,2013,57,63,4,71,9,66,0,270
147,CHHATTISGARH,KORIYA,2013,63,64,3,88,4,55,0,277
148,CHHATTISGARH,MAHASAMUND,2013,49,102,8,104,11,48,0,322
149,CHHATTISGARH,MUNGELI,2013,23,61,4,44,3,23,0,158
150,CHHATTISGARH,NARAYANPUR,2013,10,3,0,3,0,2,0,18
151,CHHATTISGARH,RAIGARH,2013,90,163,5,126,10,53,0,447
152,CHHATTISGARH,RAIPUR,2013,139,327,11,263,32,173,0,945
153,CHHATTISGARH,RAJNANDGAON,2013,46,72,7,74,4,32,0,235
154,CHHATTISGARH,SARGUJA,2013,71,19,0,118,1,35,0,244
155,CHHATTISGARH,SUKMA,2013,8,3,1,2,1,4,0,19
156,CHHATTISGARH,SURAJPUR,2013,59,49,3,84,3,67,0,265
765,D&N HAVELI,D&N HAVELI,2013,5,11,0,1,1,1,0,19
766,DAMAN & DIU,DAMAN,2013,7,4,0,2,0,2,0,15
767,DAMAN & DIU,DIU,2013,1,2,0,0,0,0,0,3
768,DELHI UT,CAW,2013,0,0,0,1,0,202,0,203
769,DELHI UT,CENTRAL,2013,71,113,2,174,28,50,0,438
770,DELHI UT,CRIME BRANCH,2013,4,0,0,0,0,0,0,4
771,DELHI UT,EAST,2013,210,428,11,364,133,246,0,1392
772,DELHI UT,EOW,2013,0,0,0,0,0,0,0,0
773,DELHI UT,GRP(RLY),2013,4,5,0,11,1,0,0,21
774,DELHI UT,IGI AIRPORT,2013,0,1,0,9,5,0,0,15
775,DELHI UT,METRO RAIL,2013,0,4,1,16,12,2,0,35
776,DELHI UT,NEW DELHI,2013,19,35,1,66,25,17,0,163
777,DELHI UT,NORTH,2013,53,151,9,164,25,107,0,509
778,DELHI UT,NORTH-EAST,2013,183,513,27,333,30,438,0,1524
779,DELHI UT,NORTH-WEST,2013,143,343,17,301,45,236,0,1085
780,DELHI UT,OUTER,2013,178,530,14,332,155,466,0,1675
781,DELHI UT,SOUTH,2013,163,328,10,539,140,117,0,1297
782,DELHI UT,SOUTH-EAST,2013,230,404,16,386,95,220,0,1351
783,DELHI UT,SOUTH-WEST,2013,194,330,14,419,128,403,0,1488
784,DELHI UT,STF,2013,0,0,0,0,0,0,0,0
785,DELHI UT,WEST,2013,184,424,22,400,94,529,0,1653
157,GOA,NORTH GOA,2013,48,31,0,103,36,17,0,235
158,GOA,SOUTH GOA,2013,38,39,0,59,18,23,0,177
159,GUJARAT,AHMEDABAD COMMR.,2013,116,353,20,180,8,1756,0,2433
160,GUJARAT,AHMEDABAD RURAL,2013,17,62,0,33,0,167,0,279
161,GUJARAT,AHWA-DANG,2013,4,5,0,7,1,20,0,37
162,GUJARAT,AMRELI,2013,11,60,0,16,2,157,0,246
163,GUJARAT,ANAND,2013,12,70,1,20,4,162,0,269
164,GUJARAT,BHARUCH,2013,23,41,0,30,0,53,0,147
165,GUJARAT,BHAVNAGAR,2013,17,100,1,50,7,220,0,395
166,GUJARAT,CID CRIME,2013,0,1,0,0,0,0,0,1
167,GUJARAT,DAHOD,2013,14,75,0,15,0,1,0,105
168,GUJARAT,GANDHINAGAR,2013,22,61,0,31,6,200,0,320
169,GUJARAT,HIMATNAGAR,2013,14,74,0,33,8,304,0,433
170,GUJARAT,JAMNAGAR,2013,27,46,1,26,3,480,0,583
171,GUJARAT,JUNAGADH,2013,29,76,1,52,12,461,0,631
172,GUJARAT,KHEDA NORTH,2013,14,64,0,21,1,148,0,248
173,GUJARAT,KUTCH (EAST(G)),2013,25,41,0,34,0,249,0,349
174,GUJARAT,KUTCH (WEST-BHUJ),2013,28,26,0,29,0,200,0,283
175,GUJARAT,MEHSANA,2013,11,124,0,37,0,321,0,493
176,GUJARAT,NARMADA,2013,7,21,0,15,0,10,0,53
177,GUJARAT,NAVSARI,2013,9,31,0,13,1,88,0,142
178,GUJARAT,PALANPUR,2013,62,94,0,96,3,377,0,632
179,GUJARAT,PANCHMAHAL,2013,16,96,0,46,0,217,0,375
180,GUJARAT,PATAN,2013,19,74,0,47,1,174,0,315
181,GUJARAT,PORBANDAR,2013,6,14,0,6,0,79,0,105
182,GUJARAT,RAJKOT COMMR.,2013,14,47,1,18,4,254,0,338
183,GUJARAT,RAJKOT RURAL,2013,30,74,1,41,2,404,0,552
184,GUJARAT,SURAT COMMR.,2013,76,195,2,91,0,491,0,855
185,GUJARAT,SURAT RURAL,2013,19,27,1,15,0,114,0,176
186,GUJARAT,SURENDRANAGAR,2013,18,66,0,51,7,133,0,275
187,GUJARAT,TAPI,2013,8,17,0,13,0,12,0,50
188,GUJARAT,VADODARA COMMR.,2013,19,68,0,107,7,417,0,618
189,GUJARAT,VADODARA RURAL,2013,25,71,0,29,0,110,0,235
190,GUJARAT,VALSAD,2013,19,49,0,33,0,28,0,129
